"POL_NBR","INSRD_NAME","INSRD_ADDR_1","INSRD_CITY","INSRD_ST","INSRD_ZIP","EFF_DT","EXP_DT","ASL","CLASS_CD","WRT_PREM","ERN_PREM","POL_TYPE","CLAIM_NBR","ACC_DT","RPT_DT","CLM_STATUS","LOSS_TYPE","PD_INDEM","CASE_RSV","PD_ALAE","TOTAL_ALAE","RECOVERY_AMT"
"PLB010241","Sarah Williams","5373 2nd St","Dallas","DE",45000,"02/21/2022","02/21/2023",17.2,10010,8910,"NULL","MONO","B-CLM-005241","2022-07-04","2022-08-09","CLSD","ASSAULT/BATTERY",298.0,5228.0,0.0,0.0,NULL
"PLB010242","Sarah Jones","9936 Washington St","Denver","AZ",74781,"2022-11-27","2023-11-27",17.1,11126,2566,"NULL","MONO","B-CLM-005242","2023-08-29","2023-09-02","OPEN","LIABILITY - BODILY INJURY",18564.0,13752.0,0.0,0.0,NULL
"PLB010243","Susan Jones","4514 Park Pl","Dallas","MD",55054,"03/18/2024","03/18/2025",18.1,12393,6123,"NULL","PKG","B-CLM-005243","2024-04-12","2024-05-25","OPEN","PRODUCTS LIABILITY",1255.0,0.0,697.0,697.0,NULL
"PLB010244","Joseph Martin","5917 Main St","Denver","AK",82210,"20231003","20241002",17.1,19007,6162,"NULL","MONO","NULL","NULL","NULL","NULL","NULL",NULL,NULL,NULL,NULL,NULL
"PLB010245","Sarah Thomas","8266 Pine Rd","Denver","IL",66381,"09/16/2022","09/16/2023",17.1,48800,1104,"NULL","PKG","NULL","NULL","NULL","NULL","NULL",NULL,NULL,NULL,NULL,NULL
"PLB010246","Elizabeth Wilson","4975 Elm Dr","Austin","MI",36258,"2022-03-09","2023-03-09",18.2,50100,11811,"NULL","MONO","NULL","NULL","NULL","NULL","NULL",NULL,NULL,NULL,NULL,NULL
"PLB010247","Mary Garcia","6707 Pine Rd","Boston","MO",55824,"09/15/2022","09/15/2023",18.2,14279,5538,"NULL","MONO","NULL","NULL","NULL","NULL","NULL",NULL,NULL,NULL,NULL,NULL
"PLB010248","James Davis","1885 Cedar Ln","Dallas","KS",88824,"01-22-2023","01-22-2024",18.2,44000,16700,"NULL","MONO","NULL","NULL","NULL","NULL","NULL",NULL,NULL,NULL,NULL,NULL
"PLB010249","Michael Miller","3523 Cedar Ln","Dallas","MN",84951,"03-05-2022","03-05-2023",17.1,48800,2209,"NULL","MONO","NULL","NULL","NULL","NULL","NULL",NULL,NULL,NULL,NULL,NULL
"PLB010250","Karen Miller","4050 Washington St","Austin","AR",37326,"04/03/2022","04/03/2023",18.2,97047,9994,"NULL","PKG","NULL","NULL","NULL","NULL","NULL",NULL,NULL,NULL,NULL,NULL
"PLB010251","William Gonzalez","1661 2nd St","Denver","AK",68800,"20240622","20250622",17.1,13333,89554,"NULL","MONO","NULL","NULL","NULL","NULL","NULL",NULL,NULL,NULL,NULL,NULL
"PLB010252","James Davis","6281 Cedar Ln","Seattle","AL",74491,"08/24/2023","08/23/2024",18.1,49100,16314,"NULL","MONO","NULL","NULL","NULL","NULL","NULL",NULL,NULL,NULL,NULL,NULL
"PLB010253","William Smith","9710 Elm Dr","Seattle","MI",32239,"20220807","20230807",18.1,91581,11779,"NULL","MONO","B-CLM-005253","2023-06-12","2023-08-03","REOP","FIRE DAMAGE",6929.0,0.0,0.0,0.0,NULL
"PLB010254","Susan Johnson","6110 Main St","Portland","HI",37666,"20221212","20231212",17.1,10015,171715,"NULL","MONO","NULL","NULL","NULL","NULL","NULL",NULL,NULL,NULL,NULL,NULL
"PLB010255","James Gonzalez","2623 2nd St","Austin","CA",93123,"03/13/2023","03/12/2024",17.1,18200,4848,"NULL","PKG","NULL","NULL","NULL","NULL","NULL",NULL,NULL,NULL,NULL,NULL
"PLB010256","Sarah Jones","3554 Park Pl","Portland","IN",40134,"2023-06-06","2024-06-05",18.2,91340,11072,"NULL","MONO","NULL","NULL","NULL","NULL","NULL",NULL,NULL,NULL,NULL,NULL
"PLB010257","Thomas Jones","6775 Main St","Dallas","IA",35910,"2024-03-09","2025-03-09",18.1,10070,3431,"NULL","PKG","NULL","NULL","NULL","NULL","NULL",NULL,NULL,NULL,NULL,NULL
"PLB010258","Joseph Rodriguez","9650 Elm Dr","Seattle","MN",99969,"01/19/2022","01/19/2023",18.1,91341,2068,"NULL","PKG","NULL","NULL","NULL","NULL","NULL",NULL,NULL,NULL,NULL,NULL
"PLB010259","Richard Jackson","4166 Elm Dr","Portland","MI",91408,"20221031","20231031",17.1,41668,27778,"NULL","MONO","NULL","NULL","NULL","NULL","NULL",NULL,NULL,NULL,NULL,NULL
"PLB010260","Sarah Johnson","6781 Washington St","Boston","CT",8726,"2022-04-21","2023-04-21",17.2,95648,4751,"NULL","MONO","NULL","NULL","NULL","NULL","NULL",NULL,NULL,NULL,NULL,NULL
"PLB010261","Thomas Martin","3710 Cedar Ln","Boston","IN",95382,"20220201","20230201",17.2,91340,18126,"NULL","MONO","NULL","NULL","NULL","NULL","NULL",NULL,NULL,NULL,NULL,NULL
"PLB010262","William Smith","9098 Elm Dr","Seattle","GA",35826,"04/27/2024","04/27/2025",18.1,19007,2999,"NULL","MONO","NULL","NULL","NULL","NULL","NULL",NULL,NULL,NULL,NULL,NULL
"PLB010263","Thomas Wilson","9936 1st Ave","Seattle","IL",60168,"20230810","20240809",18.1,14279,6478,"NULL","MONO","B-CLM-005263","2024-04-12","2024-04-19","REOP","STRUCTURAL COLLAPSE",9433.0,2194.0,107.0,107.0,NULL
"PLB010264","John Martinez","1298 Cedar Ln","Austin","MD",76283,"12/09/2022","12/09/2023",17.1,91580,39720,"NULL","PKG","NULL","NULL","NULL","NULL","NULL",NULL,NULL,NULL,NULL,NULL
"PLB010265","Joseph Martin","4712 1st Ave","Dallas","MA",7266,"05/28/2022","05/28/2023",18.1,11039,0,"NULL","MONO","NULL","NULL","NULL","NULL","NULL",NULL,NULL,NULL,NULL,NULL
"PLB010266","Jennifer Jackson","9959 Oak Ave","Portland","LA",6884,"03/28/2024","03/28/2025",18.2,10050,144902,"NULL","MONO","NULL","NULL","NULL","NULL","NULL",NULL,NULL,NULL,NULL,NULL
"PLB010267","Richard Brown","3219 Pine Rd","Seattle","IA",18444,"08/26/2022","08/26/2023",17.2,91580,35490,"NULL","MONO","B-CLM-005267","2023-02-18","2023-02-25","REOP","PERSONAL INJURY",1139.0,6942.0,1534.0,1534.0,NULL
"PLB010268","Susan Rodriguez","4765 Main St","Dallas","ME",73416,"11/27/2022","11/27/2023",17.2,58010,25598,"NULL","MONO","NULL","NULL","NULL","NULL","NULL",NULL,NULL,NULL,NULL,NULL
"PLB010269","Charles Moore","3088 Oak Ave","Boston","IA",34862,"20240129","20250128",17.2,91341,63798,"NULL","PKG","NULL","NULL","NULL","NULL","NULL",NULL,NULL,NULL,NULL,NULL
"PLB010270","Jessica Johnson","6697 2nd St","Dallas","KS",68205,"20240314","20250314",17.2,10005,278,"NULL","PKG","B-CLM-005270","2024-12-02","2025-01-06","OPEN","FIRE DAMAGE",1128.0,10012.0,1354.0,1354.0,NULL
"PLB010271","Barbara Smith","5589 Park Pl","Seattle","CO",14692,"2022-07-04","2023-07-04",18.1,10050,5133,"NULL","MONO","NULL","NULL","NULL","NULL","NULL",NULL,NULL,NULL,NULL,NULL
"PLB010272","Linda Wilson","8977 Maple Blvd","Denver","ME",2205,"05-23-2022","05-23-2023",18.2,10015,80240,"NULL","MONO","NULL","NULL","NULL","NULL","NULL",NULL,NULL,NULL,NULL,NULL
"PLB010273","Karen Taylor","9169 Oak Ave","Boston","LA",14578,"03-20-2023","03-19-2024",18.1,62003,12984,"NULL","PKG","NULL","NULL","NULL","NULL","NULL",NULL,NULL,NULL,NULL,NULL
"PLB010274","Richard Thomas","3311 Park Pl","Boston","MO",20974,"20220206","20230206",17.1,47050,5494,"NULL","MONO","NULL","NULL","NULL","NULL","NULL",NULL,NULL,NULL,NULL,NULL
"PLB010275","Charles Wilson","8387 2nd St","Boston","AZ",22589,"20240107","20250106",18.2,14279,13164,"NULL","PKG","NULL","NULL","NULL","NULL","NULL",NULL,NULL,NULL,NULL,NULL
"PLB010276","Joseph Jackson","6556 Pine Rd","Dallas","AK",59423,"03-20-2024","03-20-2025",17.1,95648,6137,"NULL","MONO","B-CLM-005276","2024-04-15","2024-06-11","REOP","ADVERTISING INJURY",1056.0,2654.0,122.0,865.0,NULL
"PLB010277","Patricia Hernandez","6733 Elm Dr","Portland","FL",35285,"20240319","20250319",17.2,58010,22342,"NULL","MONO","NULL","NULL","NULL","NULL","NULL",NULL,NULL,NULL,NULL,NULL
"PLB010278","Jessica Martinez","4387 Pine Rd","Austin","HI",34918,"2023-02-03","2024-02-03",17.2,91341,4803,"NULL","MONO","B-CLM-005278","2023-11-01","2023-11-08","CLSD","FOOD CONTAMINATION",7039.0,0.0,2305.0,3495.0,112.0
"PLB010279","Joseph Brown","5453 Cedar Ln","Dallas","AK",13259,"07-23-2022","07-23-2023",17.2,15102,21078,"NULL","PKG","NULL","NULL","NULL","NULL","NULL",NULL,NULL,NULL,NULL,NULL
"PLB010280","Robert Brown","4744 Oak Ave","Austin","KY",52769,"2022-04-10","2023-04-10",18.2,64074,0,"NULL","MONO","NULL","NULL","NULL","NULL","NULL",NULL,NULL,NULL,NULL,NULL
"PLB010281","Barbara Gonzalez","2767 Elm Dr","Portland","KY",86605,"04/30/2023","04/29/2024",17.2,91580,5403,"NULL","PKG","NULL","NULL","NULL","NULL","NULL",NULL,NULL,NULL,NULL,NULL
"PLB010282","William Rodriguez","8969 Cedar Ln","Boston","IA",96559,"20230706","20240705",18.1,41650,4725,"NULL","MONO","NULL","NULL","NULL","NULL","NULL",NULL,NULL,NULL,NULL,NULL
"PLB010283","Elizabeth Martinez","8616 Park Pl","Denver","GA",36997,"09/22/2023","09/21/2024",17.1,11126,27401,"NULL","PKG","B-CLM-005283","2023-09-25","2023-09-28","OPEN","COMPLETED OPERATIONS",1947.0,1946.0,0.0,1204.0,109.0
"PLB010284","Jennifer Lopez","4817 Pine Rd","Austin","MS",83281,"20221027","20231027",17.2,11039,15256,"NULL","MONO","NULL","NULL","NULL","NULL","NULL",NULL,NULL,NULL,NULL,NULL
"PLB010285","John Taylor","4109 1st Ave","Portland","CA",92387,"2022-07-24","2023-07-24",17.1,45190,17204,"NULL","MONO","NULL","NULL","NULL","NULL","NULL",NULL,NULL,NULL,NULL,NULL
"PLB010286","Joseph Hernandez","4365 Cedar Ln","Denver","MO",47262,"20230428","20240427",17.1,91341,12677,"NULL","MONO","NULL","NULL","NULL","NULL","NULL",NULL,NULL,NULL,NULL,NULL
"PLB010287","Sarah Garcia","7301 Oak Ave","Boston","MD",72173,"20220403","20230403",18.2,14279,59726,"NULL","PKG","NULL","NULL","NULL","NULL","NULL",NULL,NULL,NULL,NULL,NULL
"PLB010288","Karen Miller","6849 Elm Dr","Austin","MS",65914,"2022-08-11","2023-08-11",17.1,17000,5067,"NULL","MONO","NULL","NULL","NULL","NULL","NULL",NULL,NULL,NULL,NULL,NULL
"PLB010289","Patricia Thomas","7686 2nd St","Dallas","CO",26430,"11-29-2022","11-29-2023",17.2,91341,9244,"NULL","PKG","NULL","NULL","NULL","NULL","NULL",NULL,NULL,NULL,NULL,NULL
"PLB010290","Joseph Smith","3160 Washington St","Dallas","FL",31205,"20230815","20240814",17.1,17000,2234,"NULL","PKG","NULL","NULL","NULL","NULL","NULL",NULL,NULL,NULL,NULL,NULL
"PLB010291","Sarah Taylor","4081 Elm Dr","Dallas","KS",1256,"01/07/2024","01/06/2025",17.2,10040,6593,"NULL","MONO","NULL","NULL","NULL","NULL","NULL",NULL,NULL,NULL,NULL,NULL
"PLB010292","Michael Lopez","8526 Cedar Ln","Dallas","AK",38600,"20220929","20230929",18.2,14279,8814,"NULL","MONO","NULL","NULL","NULL","NULL","NULL",NULL,NULL,NULL,NULL,NULL
"PLB010293","Jennifer Miller","9447 Oak Ave","Austin","GA",39295,"20220830","20230830",17.1,10010,9749,"NULL","MONO","NULL","NULL","NULL","NULL","NULL",NULL,NULL,NULL,NULL,NULL
"PLB010294","Jessica Williams","3547 Washington St","Seattle","KS",19126,"2022-10-11","2023-10-11",17.1,10040,0,"NULL","MONO","NULL","NULL","NULL","NULL","NULL",NULL,NULL,NULL,NULL,NULL
"PLB010295","Richard Hernandez","3514 Park Pl","Austin","AR",27481,"2022-08-01","2023-08-01",17.1,11126,46145,"NULL","PKG","B-CLM-005295","2022-09-28","2022-10-06","OPEN","ADVERTISING INJURY",620.0,2408.0,1879.0,1879.0,NULL
"PLB010296","Richard Jones","380 Washington St","Dallas","AL",55610,"20240319","20250319",17.2,15102,10437,"NULL","PKG","NULL","NULL","NULL","NULL","NULL",NULL,NULL,NULL,NULL,NULL
"PLB010297","Patricia Lopez","2753 2nd St","Dallas","MN",87402,"20230821","20240820",17.1,91581,18020,"NULL","MONO","B-CLM-005297","2023-11-26","2024-01-25","OPEN","ADVERTISING INJURY",3521.0,1526.0,552.0,552.0,NULL
"PLB010298","Patricia Hernandez","5333 Maple Blvd","Dallas","AZ",3403,"20230318","20240317",17.1,10040,6472,"NULL","MONO","NULL","NULL","NULL","NULL","NULL",NULL,NULL,NULL,NULL,NULL
"PLB010299","Elizabeth Martin","1163 Cedar Ln","Seattle","NULL",NULL,"20230107","20240107",18.2,91580,15070,"NULL","PKG","NULL","NULL","NULL","NULL","NULL",NULL,NULL,NULL,NULL,NULL
"PLB010300","Joseph Wilson","144 Oak Ave","Austin","IN",80181,"2024-05-13","2025-05-13",17.2,10015,244,"NULL","MONO","NULL","NULL","NULL","NULL","NULL",NULL,NULL,NULL,NULL,NULL
"PLB010301","Joseph Brown","4138 Main St","Seattle","NULL",NULL,"20240125","20250124",17.2,16900,1841,"NULL","PKG","B-CLM-005301","2024-04-16","2024-05-20","OPEN","ADVERTISING INJURY",3756.0,2546.0,0.0,1030.0,NULL
"PLB010302","James Miller","2074 Park Pl","Austin","NULL",NULL,"06-10-2024","06-10-2025",18.1,44000,7925,"NULL","MONO","B-CLM-005302","2024-07-30","2024-08-01","CLSD","FIRE DAMAGE",0.0,3335.0,0.0,0.0,4172.0
"PLB010303","William Jackson","508 Oak Ave","Austin","CO",7977,"20240422","20250422",18.1,11000,6867,"NULL","PKG","B-CLM-005303","2024-06-22","2024-08-06","OPEN","COMPLETED OPERATIONS",0.0,0.0,0.0,0.0,NULL
"PLB010304","David Jackson","149 Cedar Ln","Dallas","FL",35204,"2023-08-23","2024-08-22",17.1,95625,41589,"NULL","MONO","NULL","NULL","NULL","NULL","NULL",NULL,NULL,NULL,NULL,NULL
"PLB010305","Elizabeth Johnson","8046 2nd St","Denver","GA",33325,"20231025","20241024",18.2,50100,31011,"NULL","MONO","B-CLM-005305","2023-11-27","2023-12-27","OPEN","FIRE DAMAGE",11010.0,1205.0,0.0,0.0,NULL
"PLB010306","David Garcia","7158 Elm Dr","Austin","KY",37087,"11-17-2023","11-16-2024",17.1,66561,0,"NULL","MONO","NULL","NULL","NULL","NULL","NULL",NULL,NULL,NULL,NULL,NULL
"PLB010307","Sarah Williams","3953 Cedar Ln","Boston","IN",99898,"2022-02-26","2023-02-26",17.1,91580,19134,"NULL","PKG","NULL","NULL","NULL","NULL","NULL",NULL,NULL,NULL,NULL,NULL
"PLB010308","Thomas Smith","1256 Park Pl","Seattle","AR",44822,"20220327","20230327",17.1,11000,24678,"NULL","PKG","NULL","NULL","NULL","NULL","NULL",NULL,NULL,NULL,NULL,NULL
"PLB010309","Mary Smith","4351 Park Pl","Austin","ID",67571,"2023-06-19","2024-06-18",18.2,13333,43602,"NULL","MONO","NULL","NULL","NULL","NULL","NULL",NULL,NULL,NULL,NULL,NULL
"PLB010310","Jessica Jackson","4530 Elm Dr","Denver","AZ",68827,"20221103","20231103",17.1,48800,47926,"NULL","PKG","NULL","NULL","NULL","NULL","NULL",NULL,NULL,NULL,NULL,NULL
"PLB010311","Richard Garcia","4898 Main St","Denver","AK",64966,"10/01/2022","10/01/2023",18.1,66561,4087,"NULL","MONO","B-CLM-005311","2023-07-25","2023-08-02","CLSD","LIABILITY - PROPERTY DAMAGE",2886.0,2701.0,1234.0,1677.0,NULL
"PLB010312","Linda Rodriguez","8859 1st Ave","Denver","IN",83906,"01-27-2022","01-27-2023",18.2,11039,8356,"NULL","PKG","B-CLM-005312","2022-07-19","2022-08-13","REOP","FOOD CONTAMINATION",0.0,3913.0,468.0,468.0,NULL
"PLB010313","Michael Brown","9709 Pine Rd","Portland","MO",92361,"20230624","20240623",17.1,16900,5195,"NULL","MONO","NULL","NULL","NULL","NULL","NULL",NULL,NULL,NULL,NULL,NULL
"PLB010314","James Garcia","6003 Maple Blvd","Portland","IN",72419,"01-01-2022","01-01-2023",17.2,10070,2359,"NULL","PKG","NULL","NULL","NULL","NULL","NULL",NULL,NULL,NULL,NULL,NULL
"PLB010315","Jessica Thomas","1170 Park Pl","Dallas","AK",49898,"2024-06-12","2025-06-12",18.1,95648,751,"NULL","MONO","NULL","NULL","NULL","NULL","NULL",NULL,NULL,NULL,NULL,NULL
"PLB010316","Susan Taylor","1813 Pine Rd","Portland","MS",92664,"20220103","20230103",18.2,66561,19340,"NULL","PKG","NULL","NULL","NULL","NULL","NULL",NULL,NULL,NULL,NULL,NULL
"PLB010317","Charles Martinez","1579 Cedar Ln","Portland","LA",94501,"2023-09-25","2024-09-24",18.2,11000,21435,"NULL","MONO","NULL","NULL","NULL","NULL","NULL",NULL,NULL,NULL,NULL,NULL
"PLB010318","Mary Smith","9834 Washington St","Portland","MI",24894,"07/04/2022","07/04/2023",18.2,13333,7343,"NULL","MONO","B-CLM-005318","2023-05-05","2023-05-19","CLSD","SLIP/TRIP AND FALL",1353.0,0.0,569.0,569.0,NULL
"PLB010319","Jennifer Smith","5191 Cedar Ln","Seattle","IL",67758,"11-30-2023","11-29-2024",18.2,10010,6250,"NULL","PKG","NULL","NULL","NULL","NULL","NULL",NULL,NULL,NULL,NULL,NULL
"PLB010320","Linda Lopez","4328 1st Ave","Seattle","GA",32654,"02-26-2024","02-25-2025",17.2,10040,2018,"NULL","MONO","NULL","NULL","NULL","NULL","NULL",NULL,NULL,NULL,NULL,NULL
"PLB010321","John Lopez","8347 Maple Blvd","Denver","HI",86008,"09-11-2023","09-10-2024",17.2,10005,43333,"NULL","MONO","B-CLM-005321","2023-11-27","2023-12-09","REOP","LIABILITY - BODILY INJURY",73604.0,1016.0,889.0,889.0,NULL
"PLB010322","Barbara Anderson","323 Maple Blvd","Seattle","IL",66426,"20230508","20240507",17.2,10050,3880,"NULL","MONO","NULL","NULL","NULL","NULL","NULL",NULL,NULL,NULL,NULL,NULL
"PLB010323","David Johnson","615 1st Ave","Portland","CO",45475,"2022-02-24","2023-02-24",18.1,11126,654,"NULL","MONO","B-CLM-005323","2022-08-20","2022-10-15","CLSD","PERSONAL INJURY",355.0,0.0,157.0,794.0,NULL
"PLB010324","Jessica Martin","1490 2nd St","Seattle","CA",93342,"2022-07-18","2023-07-18",18.2,60010,2881,"NULL","MONO","NULL","NULL","NULL","NULL","NULL",NULL,NULL,NULL,NULL,NULL
"PLB010325","Linda Johnson","4276 Cedar Ln","Boston","NULL",NULL,"20240607","20250607",17.2,95648,13112,"NULL","MONO","NULL","NULL","NULL","NULL","NULL",NULL,NULL,NULL,NULL,NULL
"PLB010326","Linda Hernandez","3860 Maple Blvd","Austin","NULL",NULL,"2023-09-16","2024-09-15",18.1,10015,21669,"NULL","MONO","NULL","NULL","NULL","NULL","NULL",NULL,NULL,NULL,NULL,NULL
"PLB010327","Barbara Garcia","4668 Maple Blvd","Portland","MN",54460,"20240612","20250612",18.2,66561,7475,"NULL","MONO","NULL","NULL","NULL","NULL","NULL",NULL,NULL,NULL,NULL,NULL
"PLB010328","James Hernandez","4047 Washington St","Austin","ID",28788,"12/06/2023","12/05/2024",18.2,18200,10860,"NULL","PKG","NULL","NULL","NULL","NULL","NULL",NULL,NULL,NULL,NULL,NULL
"PLB010329","Robert Thomas","1814 Maple Blvd","Seattle","ME",24630,"20230817","20240816",17.2,10060,11133,"NULL","PKG","NULL","NULL","NULL","NULL","NULL",NULL,NULL,NULL,NULL,NULL
"PLB010330","Charles Moore","3574 Elm Dr","Dallas","CO",10102,"2022-10-02","2023-10-02",17.2,16900,66528,"NULL","MONO","B-CLM-005330","2023-01-30","2023-03-08","REOP","SLIP/TRIP AND FALL",0.0,0.0,1197.0,1875.0,NULL
"PLB010331","Karen Moore","7978 1st Ave","Austin","NULL",NULL,"20231210","20241209",18.2,10005,6861,"NULL","MONO","NULL","NULL","NULL","NULL","NULL",NULL,NULL,NULL,NULL,NULL
"PLB010332","John Jackson","8461 Main St","Seattle","CT",46823,"20230117","20240117",17.1,43891,2162,"NULL","PKG","NULL","NULL","NULL","NULL","NULL",NULL,NULL,NULL,NULL,NULL
"PLB010333","James Lopez","4670 Cedar Ln","Boston","ME",96715,"11/20/2022","11/20/2023",17.1,10010,61790,"NULL","MONO","NULL","NULL","NULL","NULL","NULL",NULL,NULL,NULL,NULL,NULL
"PLB010334","Michael Wilson","6976 Park Pl","Dallas","MI",48268,"20230204","20240204",18.1,91341,407356,"NULL","PKG","B-CLM-005334","2023-03-22","2023-04-10","REOP","FOOD CONTAMINATION",3358.0,42646.0,983.0,983.0,NULL
"PLB010335","James Martin","3978 Elm Dr","Austin","AL",12657,"2023-06-25","2024-06-24",18.2,95648,10611,"NULL","MONO","B-CLM-005335","2024-03-21","2024-05-11","CLSD","ADVERTISING INJURY",1323.0,0.0,0.0,0.0,NULL
"PLB010336","Patricia Anderson","8073 2nd St","Portland","AZ",12746,"07/21/2023","07/20/2024",18.1,91581,21838,"NULL","MONO","NULL","NULL","NULL","NULL","NULL",NULL,NULL,NULL,NULL,NULL
"PLB010337","Susan Taylor","2171 Main St","Denver","AR",22570,"2023-07-09","2024-07-08",18.1,91341,6302,"NULL","MONO","B-CLM-005337","2024-05-12","2024-06-03","OPEN","PERSONAL INJURY",12658.0,1492.0,756.0,756.0,79.0
"PLB010338","Jennifer Taylor","2769 Park Pl","Denver","FL",34001,"20220224","20230224",17.2,60010,3846,"NULL","MONO","NULL","NULL","NULL","NULL","NULL",NULL,NULL,NULL,NULL,NULL
"PLB010339","Jennifer Anderson","1889 Oak Ave","Portland","FL",36105,"20240105","20250104",17.2,16900,31889,"NULL","PKG","B-CLM-005339","2024-02-07","2024-03-29","OPEN","LIABILITY - PROPERTY DAMAGE",13021.0,0.0,0.0,0.0,NULL
"PLB010340","Michael Wilson","5746 Elm Dr","Denver","CT",44716,"02/14/2022","02/14/2023",18.2,10060,1511,"NULL","MONO","B-CLM-005340","2022-10-19","2022-12-16","REOP","LIABILITY - PROPERTY DAMAGE",3932.0,5784.0,3189.0,3189.0,192.0
"PLB010341","Thomas Johnson","6745 Maple Blvd","Denver","CT",60673,"02/29/2024","02/28/2025",17.1,91580,3813,"NULL","MONO","B-CLM-005341","2024-06-01","2024-07-01","OPEN","ADVERTISING INJURY",0.0,9591.0,0.0,2145.0,1788.0
"PLB010342","Michael Jackson","3094 Main St","Denver","CO",8551,"2022-11-22","2023-11-22",18.2,10015,56366,"NULL","PKG","B-CLM-005342","2022-12-16","2023-01-07","CLSD","PROPERTY DAMAGE",2445.0,0.0,0.0,797.0,NULL
"PLB010343","Mary Garcia","2855 Main St","Seattle","AL",95354,"11/14/2023","11/13/2024",17.2,10060,4711,"NULL","MONO","NULL","NULL","NULL","NULL","NULL",NULL,NULL,NULL,NULL,NULL
"PLB010344","Mary Smith","2687 1st Ave","Boston","AZ",1515,"2023-11-14","2024-11-13",17.2,15102,6619,"NULL","MONO","NULL","NULL","NULL","NULL","NULL",NULL,NULL,NULL,NULL,NULL
"PLB010345","Jessica Brown","7357 Pine Rd","Dallas","ID",79805,"03-28-2024","03-28-2025",18.2,91580,17675,"NULL","PKG","NULL","NULL","NULL","NULL","NULL",NULL,NULL,NULL,NULL,NULL
"PLB010346","Elizabeth Smith","3430 Washington St","Austin","DE",4520,"11/14/2023","11/13/2024",17.1,15102,1339,"NULL","PKG","NULL","NULL","NULL","NULL","NULL",NULL,NULL,NULL,NULL,NULL
"PLB010347","Mary Wilson","8077 Washington St","Denver","NULL",NULL,"09-19-2023","09-18-2024",17.1,10005,2073,"NULL","MONO","B-CLM-005347","2024-01-10","2024-03-07","OPEN","SLIP/TRIP AND FALL",659.0,1408.0,0.0,0.0,NULL
"PLB010348","Linda Thomas","8307 Maple Blvd","Boston","LA",23394,"03/02/2022","03/02/2023",18.2,41668,20471,"NULL","PKG","NULL","NULL","NULL","NULL","NULL",NULL,NULL,NULL,NULL,NULL
"PLB010349","James Miller","2732 Cedar Ln","Austin","AL",17365,"20220103","20230103",18.2,18200,5520,"NULL","MONO","NULL","NULL","NULL","NULL","NULL",NULL,NULL,NULL,NULL,NULL
